state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
3	leiden2	MFI	include_grey	32	0.449297469036604	0.571306143744316	0.00230935745216598	ok	0.0196295383434108	enriched
3	leiden3	MFI	include_grey	32	0.449297469036604	0.571306143744316	0.00230935745216598	ok	0.0196295383434108	enriched
3	leiden4	MFI	include_grey	32	0.449297469036604	0.571306143744316	0.00230935745216598	ok	0.0196295383434108	enriched
3	grey	MFI	include_grey	32	0.449297469036604	0.571306143744316	0.00230935745216598	ok	0.0196295383434108	enriched
3	leiden5	MFI	include_grey	32	-1.48006104715866	-0.537345954760469	0.138996275759779	ok	0.193410009033494	no_call
3	leiden6	MFI	include_grey	24	0.407754051234789	0.545261396819891	0.0143490767816456	ok	0.0975737221151899	no_call
1	leiden3	MFI	include_grey	60	0	-0.10721395033074	0.142213241936393	ok	0.193410009033494	no_call
1	leiden4	MFI	include_grey	60	0	-0.10721395033074	0.142213241936393	ok	0.193410009033494	no_call
1	leiden1	MFI	include_grey	60	0	-0.10721395033074	0.142213241936393	ok	0.193410009033494	no_call
1	leiden2	MFI	include_grey	60	0	-0.10721395033074	0.142213241936393	ok	0.193410009033494	no_call
