state	sample	module	core	age_kyr	state_label	index	centered	state_label_ref	state_label_source
1	LV3003047167	turquoise	ST8	34.67812	state_03	OAP	87.8111264113077	state_03	G-A
1	LV3003047167	yellow	ST8	34.67812	state_03	OAP	266.743602709969	state_03	G-A
1	LV3003047167	grey	ST8	34.67812	state_03	OAP	127.415743966041	state_03	G-A
1	LV3003047167	brown	ST8	34.67812	state_03	OAP	-481.970473087318	state_03	G-A
1	LV3003047168	grey	ST8	30.497	state_03	OAP	-58.3782792116844	state_03	G-A
1	LV3003047168	turquoise	ST8	30.497	state_03	OAP	-72.8896123019762	state_03	G-A
1	LV3003047168	yellow	ST8	30.497	state_03	OAP	85.611570364968	state_03	G-A
1	LV3003047168	blue	ST8	30.497	state_03	OAP	98.5805186659791	state_03	G-A
1	LV3003047168	brown	ST8	30.497	state_03	OAP	-282.188834838158	state_03	G-A
1	LV3003047168	green	ST8	30.497	state_03	OAP	229.264637320871	state_03	G-A
1	LV3003047169	grey	ST8	26.6703333333333	state_03	OAP	-14.294134992942	state_03	G-A
1	LV3003047169	turquoise	ST8	26.6703333333333	state_03	OAP	-97.9439640272738	state_03	G-A
1	LV3003047169	yellow	ST8	26.6703333333333	state_03	OAP	-2.90324383969221	state_03	G-A
1	LV3003047169	brown	ST8	26.6703333333333	state_03	OAP	-192.924417386172	state_03	G-A
1	LV3003047169	blue	ST8	26.6703333333333	state_03	OAP	40.1797637470716	state_03	G-A
1	LV3003047169	green	ST8	26.6703333333333	state_03	OAP	267.885996499008	state_03	G-A
1	LV3003061475	turquoise	ST13	53.844	state_03	OAP	44.4371062442385	state_03	G-A
1	LV3003061475	yellow	ST13	53.844	state_03	OAP	183.017870351024	state_03	G-A
1	LV3003061475	grey	ST13	53.844	state_03	OAP	28.3545088905123	state_03	G-A
1	LV3003061475	green	ST13	53.844	state_03	OAP	341.098893774156	state_03	G-A
1	LV3003061475	blue	ST13	53.844	state_03	OAP	-596.908379259931	state_03	G-A
1	LV3003061476	grey	ST13	37.16	state_03	OAP	10.9622730325554	state_03	G-A
1	LV3003061476	green	ST13	37.16	state_03	OAP	216.636846137938	state_03	G-A
1	LV3003061476	turquoise	ST13	37.16	state_03	OAP	-88.4579096291396	state_03	G-A
1	LV3003061476	yellow	ST13	37.16	state_03	OAP	148.663567393384	state_03	G-A
1	LV3003061476	blue	ST13	37.16	state_03	OAP	309.702923192178	state_03	G-A
1	LV3003061476	brown	ST13	37.16	state_03	OAP	-597.507700126917	state_03	G-A
1	LV3003061488	grey	ST13	35.041	state_03	OAP	37.9083144556224	state_03	G-A
1	LV3003061488	green	ST13	35.041	state_03	OAP	183.511028953347	state_03	G-A
1	LV3003061488	turquoise	ST13	35.041	state_03	OAP	-111.245650005626	state_03	G-A
1	LV3003061488	yellow	ST13	35.041	state_03	OAP	94.5802951175185	state_03	G-A
1	LV3003061488	blue	ST13	35.041	state_03	OAP	167.296935189753	state_03	G-A
1	LV3003061488	brown	ST13	35.041	state_03	OAP	-372.050923710615	state_03	G-A
1	LV3003061504	turquoise	ST13	50.268	state_03	OAP	-95.8245611738135	state_03	G-A
1	LV3003061504	grey	ST13	50.268	state_03	OAP	-158.819255954445	state_03	G-A
1	LV3003061504	yellow	ST13	50.268	state_03	OAP	76.1802505227812	state_03	G-A
1	LV3003061504	green	ST13	50.268	state_03	OAP	178.463566605477	state_03	G-A
1	LV3003061505	grey	ST13	32.81	state_03	OAP	4.8071147585917	state_03	G-A
1	LV3003061505	turquoise	ST13	32.81	state_03	OAP	-97.3493567256517	state_03	G-A
1	LV3003061505	yellow	ST13	32.81	state_03	OAP	91.756243986381	state_03	G-A
1	LV3003061505	blue	ST13	32.81	state_03	OAP	155.324421530801	state_03	G-A
1	LV3003061505	green	ST13	32.81	state_03	OAP	23.7919156846274	state_03	G-A
1	LV3003061505	brown	ST13	32.81	state_03	OAP	-178.330339234749	state_03	G-A
1	LV3003061516	turquoise	ST13	48.537	state_03	OAP	-186.261496967604	state_03	G-A
1	LV3003061516	grey	ST13	48.537	state_03	OAP	-235.129034261637	state_03	G-A
1	LV3003061516	yellow	ST13	48.537	state_03	OAP	42.1235037696642	state_03	G-A
1	LV3003061516	blue	ST13	48.537	state_03	OAP	264.988847063122	state_03	G-A
1	LV3003061516	green	ST13	48.537	state_03	OAP	114.278180396455	state_03	G-A
1	LV3003061530	turquoise	ST13	47.046	state_03	OAP	-190.92639745495	state_03	G-A
