sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV3003061505	ST13	32.81	4.5838	8.67840531139984	-0.425809827545458	0.944043695528526	0.471162668003873	5	G-A
LV3003061488	ST13	35.041	4.53631	9.03212528618341	1.42583726881478	1.6842174978114	0.553020395889749	5	G-A
LV3003061476	ST13	37.16	4.452	9.19719729556924	0.261232925539551	1.0568771375498	0.0643465234634522	5	G-A
LV3003061571	ST13	40.457	4.53172	8.70107494147892	-0.351217741229417	0.746476377362766	0.640383101454167	5	G-A
LV3003061558	ST13	42.626	4.47496	8.37469053564879	0.279146231192013	1.1825934841656	0.366657192173151	5	G-A
LV7008886703	GeoB25202_R1	27.6855	4.75	7.86592749392857	2.29188206814078	2.93703249505898	1.47830265131646	5	G-A
LV7008886776	GeoB25202_R1	36.607	4.45607	9.28041102375	2.66093376216144	2.17457289996251	0.537055477414013	5	G-A
LV7008886715	GeoB25202_R2	27.6855	4.75	7.86592749392857	2.62379909232514	3.45918493053483	1.73707299337355	5	G-A
LV7008886752	GeoB25202_R2	43.105	4.4621	8.3026120984	-0.0226649551752192	1.16343170446716	0.564145257151399	5	G-A
LV7008886728	GeoB25202_R2	50.3555	4.336445	8.9755353679	-0.291713080206074	1.0587492296094	0.453598034025073	5	G-A
